age,grade_level,book_read,book_added,score,child_number,total_session_time_in_minutes,story_read_time_in_min,qa_accuracy,story_qa_accuracy,freadom_point,commitment_taken,completed_activities,completed_packs,completed_pack_activities,bookmarked_story,news_fread_completed,total_questions,activity_qa_accuracy,news_fread_qa_accuracy,reading_qa_accuracy,freadom_points_earned,num_parental_commitment,num_interests,W_reading_time,W_wordcount,W_utility,Y_next_view_lag,Y_utility
6.467784180199058,7.0,0.0,0.0,0.0,1.0,88.33333333,26.16666667,84.78,86.67,7650.0,0.0,6.0,0.0,1.0,1.0,1.0,46.0,86.67,0.0,0.0,7650.0,0.0,0.0,7.5,346.1111717705934,0.0,2.2,0.0
6.467784180199059,4.0,0.0,0.0,0.0,1.0,39.25,15.466666669999999,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,8.0,269.2,0.5,2.2,0.5
7.0,4.0,0.0,0.0,10.0,1.0,21213.316669999982,2609.149999999999,73.77,75.51000000000005,385440.0,1.0,134.0,14.0,12.0,60.0,268.0,1918.0,68.73999999999997,80.21999999999996,76.40000000000005,382050.0,1.0,11.0,7.928571428571429,398.01588168151335,1.2,1.0285714285714285,1.2
6.467784180199057,4.0,0.0,0.0,0.0,1.0,137.0,35.66666667,0.0,0.0,3800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3800.0,0.0,0.0,7.5,315.3333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666
6.46778418019906,2.0,0.0,0.0,10.0,1.0,17611.5,991.5666667000004,93.21000000000002,93.95,299150.0,1.0,114.0,17.0,12.0,2.0,246.0,1120.0,89.92000000000002,97.96999999999998,90.14000000000004,299210.0,3.0,0.0,6.92,221.23959447682319,0.8,1.52,0.8
6.467784180199059,1.0,0.0,0.0,8.0,1.0,599.6166666999999,85.96666667,0.0,0.0,12200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11200.0,0.0,0.0,6.928571428571429,180.0,0.7142857142857143,3.7142857142857144,0.7142857142857143
11.0,7.0,0.0,0.0,7.0,1.0,66.25,1.8333333330000001,36.69,21.43,10450.0,1.0,23.0,0.0,0.0,0.0,1.0,139.0,36.84,0.0,60.0,10450.0,2.0,0.0,7.5,537.75,0.25,2.5,0.25
7.0,5.0,2.0,3.0,10.0,1.0,6813.983332999997,588.3833333000001,76.74,75.09,256800.0,1.0,122.0,19.0,12.0,2.0,257.0,1526.0,73.80999999999997,86.38000000000002,81.08,256160.0,2.0,0.0,7.794117647058823,414.03926920934714,0.6470588235294118,2.235294117647059,0.6470588235294118
8.0,5.0,0.0,1.0,0.0,1.0,1284.116667,638.1166666999999,57.02999999999999,73.08,79890.0,1.0,29.0,4.0,0.0,6.0,0.0,256.0,50.0,100.0,22.22,78800.0,1.0,8.0,8.125,510.5694823566209,1.125,3.0,1.125
8.0,5.0,9.0,13.0,10.0,1.0,6113.650000000001,202.40000000000003,38.4,35.67000000000001,158350.0,0.0,121.0,19.0,12.0,433.0,226.0,1448.0,34.050000000000004,49.57,50.0,148950.0,3.0,1.0,8.214285714285714,592.8341972492916,0.5714285714285714,2.2857142857142856,0.5714285714285714
6.46778418019906,3.0,0.0,0.0,10.0,1.0,1906.9499999999996,901.65,90.55999999999996,93.40000000000003,116300.0,1.0,9.0,0.0,1.0,102.0,55.0,413.0,72.97000000000001,89.08999999999996,92.0,114450.0,3.0,0.0,7.1521739130434785,246.3913043478261,2.347826086956522,1.608695652173913,2.347826086956522
6.467784180199059,6.0,0.0,0.0,0.0,1.0,1020.0333330000001,92.83333332999999,37.4,37.25,23300.0,0.0,39.0,0.0,0.0,0.0,2.0,262.0,38.13999999999999,100.0,20.0,22800.0,0.0,0.0,7.5,552.7936941218525,0.7142857142857143,2.2857142857142856,0.7142857142857143
6.467784180199057,7.0,0.0,0.0,0.0,1.0,22.9,8.133333333,14.29,0.0,450.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,20.0,0.0,0.0,450.0,0.0,0.0,7.5,222.0,0.0,1.0,0.0
6.467784180199057,4.0,0.0,0.0,0.0,1.0,491.3999999999999,172.16666669999998,100.0,100.0,18900.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,18900.0,0.0,0.0,6.166666666666667,63.333333333333336,0.0,1.3333333333333333,0.0
7.0,5.0,0.0,0.0,10.0,1.0,227.53333330000004,92.31666667,86.81,87.21000000000001,29150.0,1.0,0.0,0.0,0.0,1.0,0.0,91.0,0.0,0.0,80.0,29450.0,2.0,14.0,7.625,352.75,0.375,1.875,0.375
6.467784180199057,1.0,0.0,0.0,0.0,1.0,247.91666669999998,51.93333333,100.0,100.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6200.0,0.0,0.0,3.5,64.0,3.0,1.0,3.0
6.467784180199059,7.0,0.0,0.0,0.0,1.0,93.01666667000002,9.700000000000001,83.33,100.0,4200.0,0.0,1.0,0.0,0.0,0.0,7.0,24.0,71.43,71.43,100.0,4200.0,0.0,0.0,7.5,531.5714285714286,0.2857142857142857,2.0,0.2857142857142857
5.0,3.0,0.0,0.0,10.0,1.0,4397.216667000001,66.46666667,81.15999999999998,86.21,10850.0,1.0,12.0,1.0,0.0,0.0,0.0,69.0,77.5,0.0,0.0,11650.0,3.0,0.0,7.5,178.5,1.3333333333333333,3.6666666666666665,1.3333333333333333
4.0,2.0,0.0,0.0,0.0,1.0,642.4166667000001,223.1333333,86.67,85.96,88560.0,0.0,59.0,3.0,0.0,0.0,1.0,435.0,87.24,100.0,90.0,88860.0,0.0,0.0,7.5,235.2,2.0,1.0,2.0
6.467784180199057,5.0,0.0,0.0,0.0,1.0,255.5333333,146.9666667,0.0,0.0,14600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14600.0,0.0,0.0,7.5,596.5,0.5,2.0,0.5
6.467784180199057,6.0,0.0,0.0,0.0,1.0,105.18333329999999,27.25,38.64,17.39,8700.0,0.0,2.0,0.0,0.0,0.0,1.0,44.0,90.0,100.0,30.0,7700.0,0.0,0.0,7.5,683.0,0.0,1.0,0.0
6.467784180199057,6.0,0.0,0.0,0.0,1.0,79.16666667,2.483333333,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,7.5,511.5,0.25,1.75,0.25
7.0,5.0,7.0,7.0,9.0,1.0,10983.050000000001,1372.0833330000003,77.46,85.24,187090.0,1.0,65.0,1.0,9.0,4.0,174.0,976.0,63.15999999999998,86.77999999999999,72.14999999999999,183650.0,1.0,0.0,7.5,376.17287320588525,0.7777777777777778,2.888888888888889,0.7777777777777778
6.467784180199058,3.0,0.0,0.0,0.0,1.0,28.216666670000002,26.76666667,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,7.5,306.8,0.0,1.6,0.0
6.467784180199059,2.0,0.0,0.0,9.0,1.0,3768.3499999999995,106.16666669999998,71.25,71.14999999999999,12940.0,0.0,4.0,0.0,1.0,1.0,1.0,80.0,72.22000000000001,100.0,0.0,13100.0,0.0,0.0,7.5,110.28571428571429,1.0,3.4285714285714284,1.0
6.0,4.0,0.0,1.0,8.0,1.0,3102.2000000000003,226.26666670000003,62.519999999999996,64.09000000000002,112150.0,1.0,60.0,4.0,0.0,1.0,170.0,803.0,53.540000000000006,77.64999999999999,57.97000000000001,113550.0,2.0,0.0,7.5,422.25,0.875,5.125,0.875
6.467784180199057,7.0,0.0,0.0,0.0,1.0,63.93333333,21.38333333,65.12,64.29,7400.0,0.0,4.0,0.0,0.0,0.0,0.0,43.0,75.0,0.0,44.44,7400.0,0.0,0.0,7.5,295.25,0.0,1.5,0.0
6.467784180199058,6.0,0.0,0.0,0.0,1.0,63.91666667,22.93333333,50.0,53.85,3550.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3550.0,0.0,0.0,7.5,303.31117177059343,0.8,2.4,0.8
6.46778418019906,3.0,0.0,0.0,10.0,1.0,10040.616670000001,1251.7666670000008,63.36999999999994,60.200000000000024,267790.0,1.0,48.0,4.0,1.0,17.0,215.0,1103.0,49.05999999999997,79.07000000000001,74.55000000000001,265200.0,1.0,0.0,7.557142857142857,320.70159596722766,0.5428571428571428,1.0,0.5428571428571428
5.0,3.0,0.0,0.0,10.0,1.0,1202.4,79.33333333,81.44,88.89,12700.0,1.0,14.0,0.0,0.0,1.0,0.0,97.0,84.78,0.0,45.45,13000.0,2.0,0.0,7.5,508.0,0.0,28.0,0.0
6.467784180199057,5.0,0.0,0.0,0.0,1.0,53.86666667,15.23333333,42.86,50.0,3850.0,0.0,6.0,0.0,0.0,0.0,1.0,35.0,40.0,100.0,0.0,3850.0,0.0,0.0,8.75,585.25,2.0,1.0,2.0
8.0,6.0,0.0,0.0,10.0,1.0,5656.016666999998,647.0999999999998,69.21000000000002,59.05999999999996,172150.0,1.0,36.0,4.0,0.0,8.0,128.0,656.0,72.28000000000002,89.92000000000003,69.56999999999998,172650.0,2.0,4.0,9.214285714285714,894.9079798361382,1.9428571428571428,1.0,1.9428571428571428
